a.id,a.firstname,a.lastname,a.gender,a.birthdate,a.deathdate,a.birthplace,a.deathplace,a.nationality
2253,Jeanne Constance Philippe,Gonzalès,F,1852-01-01,1924-01-01,Paris,Vicq-sur-Nahon,FR
2254,Tina,Blau-Lang,F,1845-01-01,1916-01-01,Vienna,Vienna,AT
2255,Lucie,Lambert,F,1863-01-01,1916-01-01,Paris,Paris,FR
2256,Alice,Dannenberg,F,1861-01-01,1948-01-01,Jelgava,"Châtillon, Hauts-de-Seine",RU
2257,Elza,Backlund,F,1880-01-01,1974-01-01,Pulkovo,Västerås,SE
2258,Apollinary,Vasnetsov,M,1856-01-01,1933-01-01,"Riabovo, Vyatka Governorate",Moscow,RU
2259,Nikolai Vasilevich,Doseikin,M,1863-01-01,1935-01-01,Kharkov,Moscow,RU
2260,Nikolai Aleksandrovič,Klodt,M,1865-01-01,1918-01-01,Azarovo (Oryol Oblast),Moscow,RU
2261,Stanislav Julianovič,Žukovskij,M,1873-01-01,1944-01-01,Yendrikhovtsy,Pruszków,RU
2262,Mikhail Anatolyevich,Mamontov,M,1865-01-01,1920-01-01,Moscow,Moscow,RU
2263,Leonid,Pasternak,M,1862-01-01,1945-01-01,Odessa,Oxford,RU
2264,Pauline Caroline Margarethe von,Kurowski,F,1853-01-01,1907-01-01,Brzeg,Görlitz,DE
2265,Anna von,Amira,F,0000-01-01,0000-01-01,,,
2266,Charlotte,Besnard,F,1854-01-01,1931-01-01,Paris,Paris,FR
2267,Thérèse,Schwartze,F,1851-01-01,1918-01-01,Amsterdam,Amsterdam,NL
2268,Mary Sargant,Florence,F,1857-01-01,1954-01-01,London,Twickenham,GB
2269,Mania,Kačer,F,1870-01-01,1936-01-01,Gleiwitz,Munich,DE
2270,Marguerite,Klee,F,0000-01-01,0000-01-01,,,
2271,Valentine,Ivanitsky,F,0000-01-01,0000-01-01,,,
2272,Susanne,Robertson,F,1855-01-01,1922-01-01,"Hague, The","Hague, The",NL
2273,Juliette,Wytsman,F,1866-01-01,1925-01-01,Brussels,Ixelles,BE
2274,Marguerite,Gautier,F,0000-01-01,0000-01-01,,,
2275,Augusta Charlotte Cornelie,Rossmann,F,1863-01-01,1945-01-01,Ghent,Ghent,CH
2276,M.,Montigny,F,0000-01-01,0000-01-01,,,
2277,Francis Q.,Thomason,M,1876-01-01,1924-01-01,Van Buren (Arkansas),,US
2278,Madeleine,Terouanne,F,0000-01-01,0000-01-01,,,
2280,Elizabeth,Nourse,F,1859-01-01,1938-01-01,Cincinnati,Paris,US
2281,Martha,Stettler,F,1870-01-01,1945-01-01,Bern,"Châtillon, Hauts-de-Seine",CH
2282,Alice,Ronner,F,1857-01-01,1957-01-01,Brussels,Ixelles,BE
2283,Marion,Farwell Tooker,F,1882-01-01,0000-01-01,Chicago,,US
2284,Olga Florian,Wisinger,F,1844-01-01,1926-01-01,Vienna,Grafenegg,AT
2285,S. V.,Iwanow,M,0000-01-01,0000-01-01,,,
2286,Clémentine Hélène,Dufau,F,1869-01-01,1937-01-01,"Quinsac, Gironde",Paris,FR
2287,Jeanne,Simon,F,1869-01-01,1949-01-01,Paris,Paris,FR
2288,Ketty,Gilsoul-Hoppe,F,1868-01-01,1939-01-01,Düsseldorf,Ixelles,BE
2289,Irma von,Duczynska,F,1869-01-01,1932-01-01,Lviv,Wiesneck,AT
2290,Camilla,Possanner,F,0000-01-01,0000-01-01,,,
2291,Lila,Gruner,F,1870-01-01,1950-01-01,Guntramsdorf,Vienna,AT
2292,Malva,Schalek,F,1882-01-01,1945-01-01,Prague,Auschwitz,CZ
2293,Hermine,Lindner,F,1862-01-01,0000-01-01,Vienna,,
2294,Henryk,Uziemblo,M,1879-01-01,1949-01-01,Myślachowice,Cracow,PL
2295,Marie,Egner,F,1850-01-01,1940-01-01,Bad Radkersburg,Vienna,AT
2297,Sylvia,Hummel,F,0000-01-01,0000-01-01,,,
2298,Otto,Barth,M,1876-01-01,1916-01-01,Vienna,Waidhofen an der Ybbs,AT
2299,Hilde,Kotany,F,1875-01-01,1943-01-01,Vienna,Dachau,AT
2300,Ludvík,Kuba,M,1863-01-01,1956-01-01,Poděbrady,Prague,CZ
2301,Ottilie,Schneider,F,1875-01-01,1957-01-01,Litoměřice,Altenhaßlau,CZ
2302,Angela,Adler,F,1877-01-01,1927-01-01,Vienna,Ollersbach,AT
2303,Paul,Ress,M,1878-01-01,1952-01-01,Prague,Mödling,CZ
2304,Helene,Krauss,F,1870-01-01,1950-01-01,Vienna,Millstatt,AT
2305,Olga,Brand-Krieghammer,F,1867-01-01,1948-01-01,Vienna,Bošany,AT
2306,Josef,Beyer,M,1843-01-01,1917-01-01,Vienna,Vienna,AT
2307,Lilli,Gödl-Brandhuber,F,1875-01-01,1953-01-01,Vrbno pod Pradědem,Munich,AT
2308,Elfriede,Coltelli,F,1884-01-01,0000-01-01,Kroisbach (Graz),,AT
2309,Georg,Merkel,M,1881-01-01,1976-01-01,Lviv,Vienna,AT
2310,Anna,Scherb-Brabbée,F,1887-01-01,1964-01-01,Vienna,Waidhofen an der Thaya,AT
2311,Raoul,Frank,M,1867-01-01,1939-01-01,Linz,Oberalm bei Salzburg,AT
2312,A.,Neumann,,0000-01-01,0000-01-01,,,
2313,Ernesztin,Szablya-Frischauf,F,1878-01-01,1940-01-01,Vienna,Budapest,HU
2314,Wilhelm,Wodnansky,M,1876-01-01,1958-01-01,Vienna,Vienna,AT
2315,Ilma,Graf-Dreyfus,F,1872-01-01,1926-01-01,,,HU
2316,Elisabeth,Weber-Fülöp,F,1883-01-01,1966-01-01,Budapest,"Duxbury, Massachusetts",HU
2317,Ferdinand,Michl,M,1877-01-01,1951-01-01,Prague,Vienna,CZ
2318,Ida,Kupelwieser,F,1870-01-01,1927-01-01,,,AT
2319,Anne,Delasalle,F,0000-01-01,0000-01-01,,,
2320,Marie,Cazin,F,1845-01-01,1924-01-01,Paimbœuf,Boulogne,FR
2321,Therese von,Mor zu Sunnegg,F,1871-01-01,1945-01-01,Klagenfurt,Vienna,AT
2322,Lisbeth,Delvolvé-Carrière,F,1878-01-01,1968-01-01,Paris,Toulouse,FR
2323,Romaine,Brooks,F,1874-01-01,1970-01-01,Rome,Nice,US
2324,Sina,Mesdag van Houten,F,1834-01-01,1909-01-01,Groningen,"Hague, The",NL
2325,,Deaux-Roll,F,0000-01-01,0000-01-01,,,
2326,Louise,Fraenkel-Hahn,F,1878-01-01,1939-01-01,Vienna,Paris,AT
2327,Marie,Baselli,F,1862-01-01,1924-01-01,Budapest,Moscenicka,
2328,Rose,Fuchs,F,0000-01-01,0000-01-01,,,
2329,Emily,Ford,F,1851-01-01,1930-01-01,Leeds,,GB
2331,Ludwig Ferdinand,Graf,M,1868-01-01,1932-01-01,Vienna,Vienna,AT
2332,Erica,Richter,F,0000-01-01,0000-01-01,,,
2333,Walter Sigmund,Hampel,M,1867-01-01,1949-01-01,Vienna,Nußdorf am Attersee,AT
2334,Alix d',Anethan,M,1848-01-01,1921-01-01,Brussels,Paris,BE
2335,Vaclav,Malý,M,1874-01-01,1935-01-01,Prague,Prague,CZ
2336,Lily,Blatherwick,F,1854-01-01,1934-01-01,London,London,GB
2337,Gabriele,Murad-Michalkowski,F,1877-01-01,1963-01-01,Litenčice,Vienna,AT
2338,Henriette,Goldenberg,F,1873-01-01,1942-01-01,Vienna,Maly Trostenets extermination camp,AT
2339,Viktor,Hammer,M,1882-01-01,1967-01-01,Vienna,"Lexington, Kentucky",AT
2340,Leo von,Littrow,F,1860-01-01,1914-01-01,Trieste,Opatija,AT
2341,Elisabeth,Laske,F,1884-01-01,1977-01-01,Vienna,Vienna,AT
2342,Adolf,Gross,M,1873-01-01,1937-01-01,Vienna,Vienna,AT
2343,Karoline,Ruhm,F,1874-01-01,1966-01-01,Linz,Vienna,AT
2344,Blanka,Federn-Lipschütz,F,1879-01-01,0000-01-01,,,AT
2345,Hermine,Ginzkey,F,1864-01-01,1933-01-01,Vratislavice nad Nisou,Görlitz,
2346,Karl,Huck,M,1876-01-01,1926-01-01,Vienna,Vienna,AT
2347,Alexander Demetrius,Goltz,M,1857-01-01,1944-01-01,Püspökladány,Vienna,AT
2348,Auguste,Schäffer-Wahrmund,F,1862-01-01,1936-01-01,Vienna,Vienna,AT
2349,Helene,Cornaro,F,0000-01-01,0000-01-01,,,
2350,Augustin,Roth,M,1864-01-01,1952-01-01,Krásno,Vienna,AT
2351,Grete,Wieden-Veit,F,1879-01-01,1959-01-01,,,AT
2352,Vilma von,Parlaghy Brochfeld,F,1863-01-01,1924-01-01,Hajdúdorog,New York,HU
2353,Clementine,Wagner,F,1844-01-01,1929-01-01,Linz,Munich,AT
2354,Hugo,Baar,M,1873-01-01,1912-01-01,Nový Jičín,Munich,AT
2355,Margarete,Scholtz,F,0000-01-01,0000-01-01,,,
2356,N.,Van der Stapen-Van Hove,F,0000-01-01,0000-01-01,,,
2357,Auguste,Gorhan,F,0000-01-01,0000-01-01,,,
2358,Oskar Artur,Alexander,M,1876-01-01,1953-01-01,Zagreb,Samobor,AT
2359,Margarethe,Munk,F,0000-01-01,0000-01-01,,,
2360,Theodor,Axentowicz,M,1859-01-01,1938-01-01,Brașov,Cracow,PL
2361,Kazimierz,Sichulski,M,1879-01-01,1942-01-01,Lviv,Lviv,PL
2362,Marthe,Moisset,F,1871-01-01,1945-01-01,Beauvais,Beauvais,FR
2363,Hedwig,Neumann-Pisling,F,1870-01-01,1960-01-01,Vienna,New Zealand,AT
2365,Leó,Kóber,M,1876-01-01,1931-01-01,Brno,New York,HU
2366,Stanislaus,Kamocki,M,1875-01-01,1944-01-01,Warsaw,Zakopane,PL
2367,Leon,Wyczółkowski,M,1852-01-01,1936-01-01,Kozienice,Warsaw,PL
2368,Wojciech,Weiss,M,1875-01-01,1950-01-01,Leorda,Cracow,PL
2369,Józef,Pankiewicz,M,1866-01-01,1940-01-01,Lublin,Marseilles,PL
2370,Jan,Stanisławski,M,1860-01-01,1907-01-01,Olshana,Krakow,PL
2371,Stanisław,Czajkowski,M,1878-01-01,1954-01-01,Cracow,Sandomierz,PL
2374,Josef,Ullmann,M,1870-01-01,1922-01-01,Nekmíř,Prague,CZ
2375,Jan,Honsa,M,1876-01-01,1937-01-01,Tisová (Ústí nad Orlicí District),Políčka,CZ
2376,Il'ya,Ostroukhov,M,1858-01-01,1929-01-01,Moscow,Moscow,RU
2377,Konstantin Konstantinovich,Pervukhin,M,1863-01-01,1915-01-01,Kharkov,Moscow,RU
2378,Aleksey,Stepanov,M,1858-01-01,1923-01-01,Simferopol,Moscow,RU
2379,Johan,Akkeringa,M,1861-01-01,1942-01-01,Blinjoe,Amersfoort,NL
2380,Floris,Arntzenius,M,1864-01-01,1925-01-01,Surabaya,"Hague, The",NL
2381,Constant,Artz,M,1870-01-01,1951-01-01,Paris,Soest,NL
2382,Anton Abraham van,Anrooy,M,1870-01-01,1949-01-01,Zaltbommel,London,NL
2383,Victor,Bauffe,M,1849-01-01,1921-01-01,Mons,"Hague, The",BE
2384,Gabrielle,Achenbach,F,1871-01-01,1956-01-01,Nucourt,Fontainebleau,FR
2385,Pauline,Adour,F,0000-01-01,0000-01-01,Paris,,FR
2386,Leonard,Turzhansky,M,1875-01-01,1945-01-01,Yekaterinburg,Moscow,RU
2387,Jan,Ciągliński,M,1858-01-01,1913-01-01,Warsaw,Saint Petersburg,PL
2388,Willem,van den Berg,M,1886-01-01,1970-01-01,Leyden,Amsterdam,NL
2389,Maria Philippina,Bilders-van Bosse,F,1837-01-01,1900-01-01,Amsterdam,Wiesbaden,NL
2390,Théophile de,Bock,M,1851-01-01,1904-01-01,"Hague, The",Haarlem,NL
2391,Manuil Khristoforovich,Aladzhalov,M,1862-01-01,1934-01-01,Rostov-na-Donu,Moscow,RU
2392,Géza,Hódy,M,1881-01-01,1942-01-01,Szeged,Szeged,HU
2393,Isaak,Brodsky,M,1884-01-01,1939-01-01,Sofiyevka,Saint Petersburg,RU
2394,Charles-Jean,Agard,M,1866-01-01,1950-01-01,Savignac-de-Nontron,Nesles-la-Vallée,FR
2395,Árpádné,Feszty,F,1861-01-01,1936-01-01,Pest,Budapest,HU
2396,Georgette,Agutte,F,1867-01-01,1922-01-01,Paris,Chamonix-Mont-Blanc,FR
2397,Adolphe,Albert,M,1853-01-01,1938-01-01,Paris,Les Andelys,FR
2398,János,Slakta,M,1873-01-01,0000-01-01,Jászárokszállás,,HU
2399,Imre,Greguss,M,1856-01-01,1910-01-01,Uhrovec,Budapest,HU
2400,Hermina,Bruck,F,1865-01-01,1944-01-01,Budapest,Budapest,HU
2401,Ilona,Benkő,F,1879-01-01,0000-01-01,Budapest,,HU
2402,Dezső,Rózsaffy,M,1877-01-01,1937-01-01,Budapest,Budapest,HU
2403,János,Csermely,M,1882-01-01,1963-01-01,Budapest,Budapest,HU
2404,Alexandre-Joseph,Alexandrovitch,M,1873-01-01,1949-01-01,Telšiai,Saint-Maur-des-Fossés,RU
2405,André Marie Paul Jacques,Allard,M,1875-01-01,1938-01-01,Rouen,Deauville,FR
2406,Noémie,Allard-Frère,F,1881-01-01,1958-01-01,Rouen,Bonneville-sur-Touques,FR
2407,Imre,Àgotha,M,1860-01-01,1930-01-01,"Deva, Romania",Budapest,HU
2408,Eugène,Alluaud,M,1866-01-01,1947-01-01,Saint-Martin-Terressus,Crozant,FR
2409,Albert,Andersson,M,1881-01-01,1960-01-01,Lillesand,Lillesand,NO
2410,István,Klimó,M,1883-01-01,1961-01-01,Debrecen,Budapest,HU
2411,Marcel,André,M,0000-01-01,0000-01-01,Paris,,FR
2412,Charles,Angrand,M,1854-01-01,1926-01-01,Criquetot-sur-Ouville,Rouen,FR
2413,Alexandre,Anitchkof,M,1850-01-01,1935-01-01,Saint Petersburg,London,RU
2414,André-Marc,Antigna,M,1869-01-01,1941-01-01,Paris,Nantes,FR
2415,Jules,Adler,M,1865-01-01,1952-01-01,Luxeuil-les-Bains,Nogent-sur-Marne,FR
2416,Edmond,Aman-Jean,M,1858-01-01,1936-01-01,Chevry-Cossigny,Paris,FR
2417,Hermen,Anglada-Camarasa,M,1871-01-01,1959-01-01,Barcelona,Pollensa,ES
2418,Marcel Adolphe,Bain,M,1878-01-01,1937-01-01,Paris,Paris,FR
2419,Lionello,Balestrieri,M,1872-01-01,1958-01-01,Cetona,Cetona,IT
2420,Jaques,Baugnies,M,1874-01-01,1925-01-01,Paris,Paris,FR
2421,Richard von,Below,M,1879-01-01,1925-01-01,Berlin,Berlin,DE
2422,Eugène d',Argence,M,1853-01-01,1920-01-01,Villeneuve-Saint-Germain,Issy-les-Moulineaux,FR
2423,Adolphe,Berson,M,1879-01-01,1970-01-01,San Francisco,San Francisco,US
2424,Ivar,Arosenius,M,1878-01-01,1909-01-01,Gothenburg,Starrkärrs församling,SE
2425,Jacques-Paul,Besson-Dandrieux,M,0000-01-01,0000-01-01,Brinon-sur-Beuvron,,FR
2426,Maurice,Bompard,M,1857-01-01,1936-01-01,Rodez,Paris,FR
2427,Victor Ferdinand,Bourgeois,M,1870-01-01,1957-01-01,Amiens,Dieulefit,FR
2428,Renée,Assa,F,0000-01-01,1949-01-01,Paris,,FR
2429,John Lewis,Brown,M,1829-01-01,1890-01-01,Bordeaux,Paris,FR
2430,Léon-Charles,Cannicioni,M,1879-01-01,1957-01-01,Ajaccio,Courbevoie,FR
2431,Fernand,Cormon,M,1845-01-01,1924-01-01,Paris,Paris,FR
2432,Angèle,Delasalle,F,1867-01-01,1941-01-01,Paris,Paris,FR
2433,Henri,Déziré,M,1878-01-01,1965-01-01,Libourne,Paris,FR
2434,Raoul,Du Gardier,M,1871-01-01,1952-01-01,Wiesbaden,Pornic,FR
2435,Sigismond Jean Ernest,Jeanes,M,1863-01-01,1952-01-01,Nancy,,FR
2436,William Julien Émile Édouard,Laparra,M,1873-01-01,1920-01-01,Bordeaux,Hecho,FR
2437,Jean-Paul,Laurens,M,1838-01-01,1921-01-01,Fourquevaux,Paris,FR
2438,Albert-Charles,Lebourg,M,1849-01-01,1928-01-01,Montfort-sur-Risle,Rouen,FR
2439,Fernand-Marie-Eugéne,Legout-Gérard,M,1856-01-01,1924-01-01,Saint-Lô,Paris,FR
2440,Louis,Legrand,M,1863-01-01,1951-01-01,Dijon,Livry-Gargan,FR
2441,Auguste,Lepère,M,1849-01-01,1918-01-01,Paris,Domme,FR
2442,Georges,Loiseau,M,0000-01-01,0000-01-01,,,
2443,Lluís,Masriera Rosés,M,1872-01-01,1958-01-01,Barcelona,Barcelona,ES
2444,Henry,Moret,M,1856-01-01,1913-01-01,Cherbourg,Paris,FR
2445,,Lucien Murat (Rohan),F,0000-01-01,0000-01-01,,,
2446,Henri,Girault de Nolhac,M,1884-01-01,1948-01-01,Paris,Argelès-Gazost,FR
2447,Maurice,Réalier-Dumas,M,1860-01-01,1928-01-01,Paris,Chatou,FR
2448,Hector,Astié,M,0000-01-01,0000-01-01,Nerac,,FR
2449,Louis-Marie-Augustin,Auglay,M,0000-01-01,0000-01-01,Toulouse,,FR
2450,Benoni-Auran,Benoît,M,1859-01-01,1944-01-01,Monteux,Monteux,FR
2451,Georges Antoine,Rochegrosse,M,1859-01-01,1938-01-01,Versailles,Algeria,FR
2452,Alfred,Roll,M,1846-01-01,1919-01-01,Paris,Paris,FR
2453,Fernand,Sabatté,M,1874-01-01,1940-01-01,Aiguillon,Chamigny,FR
2454,Thécla,Stackelberg-Schuwaloff,F,0000-01-01,0000-01-01,,,
2455,Raymond,Woog,M,1875-01-01,1949-01-01,Paris,Neuilly-sur-Seine,FR
2456,Félix,Ziem,M,1821-01-01,1911-01-01,Beaune,Paris,FR
2457,Ignacio,Zuloaga,M,1870-01-01,1945-01-01,Éibar,Madrid,ES
2458,Maxime,Dethomas,M,1867-01-01,1929-01-01,Garges-lès-Gonesse,Paris,FR
2459,Théophile Alexandre,Steinlen,M,1859-01-01,1923-01-01,Lausanne,Paris,FR
2460,Antonin,Hudecek,M,1872-01-01,1941-01-01,"Ředhošť, near Mšené-lázně",Častolovice,CZ
2461,Antonín,Slavíček,M,1870-01-01,1910-01-01,Prague,Prague,CZ
2462,Otakar,Nejedlý,M,1883-01-01,1957-01-01,Roudnice nad Labem,Prague,CZ
2464,Karel,Spillar,M,1871-01-01,1939-01-01,Plzeň,Prague,CZ
2465,Joža,Úprka,M,1861-01-01,1940-01-01,Kněždub,Hroznová Lhota,CZ
2466,Viktor,Stretti,M,1878-01-01,1957-01-01,Plasy,Prague,CZ
2467,Heinrich,Lefler,M,1863-01-01,1919-01-01,Vienna,Vienna,AT
2468,Leo,Delitz,M,1882-01-01,1966-01-01,Zagreb,London,AT
2469,Gustave,Bamberger,M,1861-01-01,1936-01-01,Würzburg,Scheibbs,DE
2471,Edmond,Renoir,M,1849-01-01,1944-01-01,Paris,Paris,FR
2472,Rudolf,Junk,M,1880-01-01,1943-01-01,Vienna,Rekawinkel,AT
2473,Dora,Baehr,F,0000-01-01,0000-01-01,Helsingfors,,FI
2474,Paul Louis,Baignières,M,1869-01-01,1945-01-01,Paris,Fontainebleau,FR
2476,Jean,Baltus,M,1880-01-01,1946-01-01,Lille,Saint-Rémy-de-Provence,FR
2477,Vilhelm Emanuel,Behm,M,1859-01-01,1934-01-01,Ervalla församling,Salems församling,NO
2478,Gottfrid Samuel Nickolaus,Kallsteniüs,M,1861-01-01,1943-01-01,Västervik,Storängen,SE
2479,Emmanuel,Barcet,M,1870-01-01,1940-01-01,Lyon,Paris,FR
2480,Gunnar August,Hallström,M,1875-01-01,1943-01-01,Stockholm,Stockholm,SE
2481,Lucien,Barbillion,M,0000-01-01,0000-01-01,Senlis,,FR
2482,Axel,Fahlcrantz,M,1851-01-01,1925-01-01,Stockholm,Stockholm,SE
2483,Henry,Barillot,M,0000-01-01,0000-01-01,Brioux-sur-Boutonne (Deux-Sèvres),,FR
2484,Hélène-M.,Baron,F,0000-01-01,0000-01-01,England,,GB
2485,Marcel Julian,Baron,M,1872-01-01,1956-01-01,Paris,Paris,FR
2486,Salvador,Bartolozzi,M,1882-01-01,1950-01-01,Madrid,Mexico City,ES
2487,Anshelm Leonard,Schulzberg,M,1862-01-01,1945-01-01,Falun,Stockholm,SE
2488,Ferdinand,Boberg,M,1860-01-01,1946-01-01,Falun,Stockholm,SE
2489,Georges,Bärwolf,M,1872-01-01,1935-01-01,Brussels,Paris,BE
2490,Otto,Hesselbom,M,1848-01-01,1913-01-01,Slobol,Säffle församling,SE
2491,Noёl,Bastide,M,1877-01-01,1958-01-01,Foix,Narbonne,FR
2492,Léon-Charles,Bauche,M,1878-01-01,0000-01-01,Paris,,FR
2493,Oscar,Hullgren,M,1869-01-01,1948-01-01,Målilla med Gårdveda församling,Stockholm,SE
2494,Oskar,Bergman,M,1879-01-01,1963-01-01,Stockholm,Saltsjöbaden,SE
2495,Marie,Baudet,F,1864-01-01,1917-01-01,Tagnon,Rheims,FR
2496,Félix,Baudin,M,1848-01-01,1909-01-01,Nantua,Bellegarde-sur-Valserine,FR
2497,Ernst,Norlind,M,1877-01-01,1952-01-01,Vellinge,Lomma,NO
2498,Erik,Hedberg,M,1868-01-01,1959-01-01,Järbo socken,,SE
2499,Oscar,Björck,M,1860-01-01,1929-01-01,Stockholm,Stockholm,SE
2500,Vasily,Surikov,M,1848-01-01,1916-01-01,Krasnoyarsk,Moscow,RU
2501,Pelle,Swedlund,M,1865-01-01,1947-01-01,Gävle,Gävle,SE
2503,Olle,Hjortzberg,M,1872-01-01,1959-01-01,Stockholm,Stockholm,SE
2504,Emil,Österman,M,1870-01-01,1927-01-01,Västra Vingåkers församling,Stockholm,SE
2505,Alfred-Mauritz,Bergström,M,1869-01-01,1930-01-01,Stockholm,Tullinge,SE
2507,Adolphe Marie,Beaufrère,M,1876-01-01,1960-01-01,Quimperlé,Larmor-Plage,FR
2508,Louis-Alexandre,Baudon,M,1877-01-01,1939-01-01,Paris,Boulogne-Billancourt,FR
2509,François,Beauck,M,1876-01-01,0000-01-01,Forest,,BE
2510,Hubert de la,Rochefoucauld,M,0000-01-01,0000-01-01,,,FR
2512,M. K.,Čiurlionis,M,1875-01-01,1911-01-01,Varėna,Warsaw,LT
2513,A. K.,Shhuko,M,0000-01-01,0000-01-01,,,
2514,A. V.,Shhusev,M,0000-01-01,0000-01-01,,,
2515,V. Ya,Chambers,,0000-01-01,0000-01-01,,,
2516,Peter,Droshin,M,1745-01-01,1805-01-01,,,
2517,Pavel,Fedotov,M,1816-01-01,1852-01-01,Moscow,Saint Petersburg,RU
2518,G. A.,Alekseev,M,0000-01-01,0000-01-01,,,
2519,Nikolay,Andreyev,M,1873-01-01,1932-01-01,Moscow,Moscow,RU
2520,K.,Andreyeva,F,0000-01-01,0000-01-01,,,
2521,,Anikin,M,0000-01-01,0000-01-01,,,
2522,Nikolay,Bekker,M,1877-01-01,0000-01-01,Saint Petersburg,Paris,
2523,Grigorij Michajlovič,Bobrovskij,M,1873-01-01,1942-01-01,Vitebsk,Saint Petersburg,RU
2524,Leonid,Brailovskii,M,1867-01-01,1937-01-01,Kharkov,Rome,RU
2525,Rimma Nikitična,Brailovskaja,F,1877-01-01,1959-01-01,Yur'ev (Tartu),Rome,RU
2526,Adam,Burachevski,M,1881-01-01,0000-01-01,Moscow,,
2527,S. S.,Buturin,M,0000-01-01,0000-01-01,,,
2528,M.,Vavszhenecky,M,0000-01-01,0000-01-01,,,
2529,,"anonymous: russian, icons",,0000-01-01,0000-01-01,,,
2530,Vasily,Vatagin,M,1884-01-01,1969-01-01,Moscow,Moscow,RU
2531,Anna Semenovna,Glagoleva,F,1873-01-01,1943-01-01,Krapivna,Samarkand,RU
2532,F. G.,Golst,,0000-01-01,0000-01-01,,,
2533,Erna von,Deters,F,1876-01-01,1961-01-01,Daugavpils,Sulz am Neckar,DE
2535,Mikhail,Ezuchevsky,M,1879-01-01,1928-01-01,,,
2536,O. V.,Epishkina,F,0000-01-01,0000-01-01,,,
2537,Viktor Ivanovich,Zarubin,M,1866-01-01,1928-01-01,Kharkov,Saint Petersburg,RU
2538,Siebe Johannes ten,Cate,M,1858-01-01,1908-01-01,Sneek,Paris,NL
2539,James,Tissot,M,1836-01-01,1902-01-01,Nantes,Chenecey-Buillon,FR
2540,Maurice-Quentin de,La Tour,M,1704-01-01,1788-01-01,Saint-Quentin,Saint-Quentin,FR
2542,Ivan,Sacharov,M,0000-01-01,0000-01-01,,,
2543,Carolus,Pallya,M,1875-01-01,1930-01-01,Budapest,Budapest,HU
2544,L.,Lucas,,0000-01-01,0000-01-01,,,
2545,Evgenij Ivanovič,Kamzolkin,M,1885-01-01,1957-01-01,Moscow,Moscow,RU
2546,Sergey,Kolesnikov,M,1879-01-01,1955-01-01,,,RU
2547,Georgy,Kosyakov,M,1872-01-01,1925-01-01,Saint Petersburg,Saint Petersburg,RU
2548,János,Krajna,M,1875-01-01,1945-01-01,Budapest,,HU
2549,Jean Jacques,Henner,M,1829-01-01,1905-01-01,Bernwiller,Paris,FR
2550,V. S.,Kuznecov,M,0000-01-01,0000-01-01,,,
2551,Jean-Baptiste,Monnoyer,M,1636-01-01,1699-01-01,Lille,London,FR
2552,Charles-Lucien,Léandre,M,1862-01-01,1930-01-01,Champsecret,Paris,FR
2553,Aranka,Propper,F,1878-01-01,1944-01-01,Nyírtura,,HU
2554,M. P.,Lyatri,,0000-01-01,0000-01-01,,,
2555,Olga,Malyutina,F,1894-01-01,1979-01-01,,,RU
2556,M. V.,Modestov,M,0000-01-01,0000-01-01,,,
2557,Ignaty,Nivinsky,M,1880-01-01,1933-01-01,Moscow,Moscow,RU
2558,Athanasiy,De-Paldo,M,0000-01-01,0000-01-01,,,FR
2559,L. F.,Pishhalkin,M,0000-01-01,0000-01-01,,,
2560,N. L.,Podbersky,M,0000-01-01,0000-01-01,,,
2561,Andrey,Puparev,M,0000-01-01,0000-01-01,,,RU
2562,A. A.,Sincov,M,0000-01-01,0000-01-01,,,
2563,Nikolai Petrovich,Khimona,M,1865-01-01,1920-01-01,Yevpatoria,London,RU
2564,Otto Maria,Miethke-Gutenegg,M,1881-01-01,1922-01-01,Vienna,Vienna,AT
2565,Aleksandra,Khotyainceva,F,0000-01-01,0000-01-01,,,
2566,A. A.,Chumakhov,M,0000-01-01,0000-01-01,,,
2567,Dmitri Anfimovich,Shcherbinovsky,M,1867-01-01,1926-01-01,"Petrovsk, Saratov Oblast",Moscow,RU
2568,Zh. S.,Saranovac,,0000-01-01,0000-01-01,,,
2569,Henri,Fantin-Latour,M,1836-01-01,1904-01-01,Grenoble,Buré,FR
2570,Dmitry,Kardovsky,M,1866-01-01,1943-01-01,Pereslavl Zalesskiy,Pereslavl Zalesskiy,RU
2571,Oszkár,Glatz,M,1872-01-01,1958-01-01,Budapest,Budapest,HU
2572,Rodolphe,Bresdin,M,1822-01-01,1885-01-01,Montrelais,Sèvres,FR
2573,Richard,Baseleer,M,1867-01-01,1951-01-01,Antwerp,Geneva,BE
2574,Victor,Hageman,M,1868-01-01,1938-01-01,Antwerp,Uccle,BE
2575,Frans,Hens,M,1856-01-01,1928-01-01,Antwerp,Antwerp,BE
2576,Charles,Mertens,M,1865-01-01,1919-01-01,Antwerp,Calverley,BE
2577,Jacobs,Smits,M,1856-01-01,1928-01-01,Rotterdam,Mol,BE
2578,Walter,Vaes,M,1882-01-01,1958-01-01,Borgerhout,Antwerp,BE
2579,Emile,Vloors,M,1871-01-01,1952-01-01,Borgerhout,Antwerp,BE
2580,Jacob,Bendien,M,1890-01-01,1933-01-01,Amsterdam,Amsterdam,NL
2581,J. C. van,Epen,M,1880-01-01,1960-01-01,Amsterdam,Hilversum,NL
2582,Otto,Freundlich,M,1878-01-01,1943-01-01,Słupsk,KZ Lublin-Majdanek or Sobibor,DE
